Postcode,Number of individuals lodging an income tax return,Count taxable income or loss,Average taxable income or loss,Median taxable income or loss,Proportion with salary or wages,Count salary or wages,Average salary or wages,Median salary or wages,Proportion with net rent,Count net rent,Average net rent,Median net rent,Count total income or loss,Average total income or loss,Median total income or loss,Count total deductions,Average total deductions,Median total deductions,Proportion with total business income,Count total business income,Average total business income,Median total business income,Proportion with total business expenses,Count total business expenses,Average total business expenses,Median total business expenses,Proportion with net tax,Count net tax,Average net tax,Median net tax,Count super total accounts balance,Average super total accounts balance,Median super total accounts balance
6058,8932,8932,70589,60736,0.85,7597,73702,66291,0.1,857,-223,-851,8932,72992,63001,8932,2360,830,0.07,666,59894,29928,0.07,635,36618,12718,0.81,7225,20017,15078,9576,105483,55267
6059,16259,16259,78286,57814,0.77,12513,74763,63458,0.16,2625,2457,1003,16259,81411,60419,16259,3049,735,0.1,1673,98659,25120,0.09,1530,73400,11728,0.79,12812,25353,15239,16829,173084,65081
6060,18468,18468,74263,60954,0.84,15422,75282,66372,0.11,2101,1326,241,18468,77224,63576,18468,2900,891,0.13,2474,66391,17598,0.12,2211,49630,7883,0.81,14986,21990,15428,18525,126066,49532
6061,26670,26670,57866,51280,0.85,22630,61610,56894,0.06,1718,87,-304,26670,60346,53643,26670,2456,752,0.16,4186,43762,24440,0.14,3865,27750,11740,0.79,21008,14847,11358,26280,62095,22884
6062,22690,22690,66329,55063,0.81,18304,69106,61216,0.14,3068,1626,716,22690,68890,57547,22690,2504,710,0.11,2514,62701,23917,0.1,2305,44390,10502,0.78,17796,19082,13654,23440,125603,50674
6063,9733,9733,60757,52819,0.84,8176,64266,58266,0.1,931,-1203,-842,9733,62963,54978,9733,2154,700,0.11,1043,61224,29820,0.1,998,41052,13700,0.79,7679,16197,12279,9924,84317,37349
6064,18582,18582,58093,50872,0.83,15368,60835,55831,0.08,1505,-456,-588,18582,60206,52940,18582,2087,570,0.11,2103,65041,31284,0.11,1979,42224,12513,0.79,14589,14976,11260,19280,81220,34519
6065,44773,44773,74406,61743,0.84,37674,75944,66684,0.11,5071,-1158,-1285,44773,77115,64373,44773,2661,896,0.09,4135,120940,29538,0.09,3914,99582,12551,0.82,36837,21546,15690,45847,110712,56870
6066,11811,11811,62751,54054,0.83,9847,65834,59629,0.1,1207,105,-343,11811,65111,56237,11811,2328,677,0.1,1151,63781,30798,0.09,1085,42152,12528,0.8,9413,16900,12477,12277,108341,47365
6067,68,68,68682,58327,0.72,49,77148,71568,0.09,6,-12604,318,68,73038,58708,68,4355,707,0.15,10,39782,22769,0.15,10,16698,7407,0.74,50,21209,15866,66,117571,66286
6069,30746,30746,75442,62340,0.88,26992,76873,67316,0.09,2726,-2177,-1806,30746,78245,64899,30746,2738,990,0.08,2571,70651,25355,0.08,2456,51682,12284,0.83,25524,21755,15677,31184,100982,49396
6070,2445,2445,97227,67595,0.76,1853,91137,73360,0.16,382,1275,-199,2445,100923,70950,2445,3686,847,0.11,258,82193,27848,0.1,252,49367,11442,0.78,1917,35263,21372,2731,217136,116274
6071,2347,2347,81516,58993,0.76,1792,81687,68138,0.16,369,-162,-355,2347,84974,62976,2347,3412,771,0.1,240,68638,24776,0.09,222,37733,12488,0.78,1830,26968,17438,2611,204451,98618
6072,607,607,78051,57280,0.76,462,80134,68970,0.16,95,610,-80,607,81162,61640,607,3032,746,0.11,68,79779,36024,0.11,66,51628,14235,0.79,480,23907,16954,673,164221,84348
6073,2046,2046,74150,56539,0.73,1485,78920,66390,0.15,298,676,709,2046,77391,59292,2046,3157,656,0.08,158,88256,36328,0.07,151,51544,12671,0.75,1536,24161,16628,2250,189926,99905
6074,682,682,72037,53866,0.78,531,76482,64888,0.13,90,-211,-64,682,74741,58560,682,2690,561,0.07,46,66287,28902,0.07,49,35830,11088,0.78,529,22177,15066,727,164168,89221
6076,14462,14462,84521,60021,0.73,10591,83763,68292,0.15,2203,1984,838,14462,87618,62729,14462,3006,660,0.08,1176,77581,26022,0.08,1131,49218,10260,0.77,11169,28940,17703,15793,214372,103435
6077,1018,1018,75184,50216,0.66,673,66091,52362,0.19,197,3899,2797,1018,78795,52496,1018,3530,492,0.1,102,114571,38155,0.09,95,64544,14012,0.74,754,26001,13622,1044,208875,80893
6078,561,561,75753,54792,0.68,381,71602,58335,0.15,83,6009,825,561,79388,58131,561,3464,450,0.09,52,142888,31208,0.09,49,108467,18111,0.78,435,24306,14667,561,162660,64056
6081,3279,3279,82319,63694,0.8,2609,84776,71415,0.13,428,1319,35,3279,85236,65803,3279,2889,815,0.09,288,68437,32984,0.08,277,44613,14052,0.79,2585,26728,18825,3554,171767,95203
6082,2194,2194,80596,62796,0.81,1768,81225,71256,0.12,261,245,-353,2194,83656,65571,2194,3006,822,0.1,227,64742,31280,0.1,220,44943,15618,0.78,1720,26247,18387,2417,156535,84892
6083,2531,2531,85533,62475,0.75,1902,87974,72134,0.16,402,1921,-132,2531,88958,65670,2531,3345,770,0.1,250,322603,35628,0.1,250,300100,17545,0.78,1983,28743,18730,2728,189118,95907
6084,6232,6232,80720,63750,0.81,5034,80214,69644,0.11,698,-572,-1072,6232,83775,66449,6232,2950,892,0.09,553,95367,40127,0.09,542,68067,20669,0.82,5083,25054,16811,6632,130144,65067
6090,152,152,89387,71858,0.68,104,70962,67672,0.11,17,1715,209,152,94056,77713,152,4609,808,0.12,19,105454,91986,0.11,16,85265,68828,0.82,124,29596,19238,162,162948,51180
6100,11873,11873,81719,62855,0.85,10095,80897,67334,0.14,1651,1331,253,11873,84943,65636,11873,3117,911,0.11,1247,92592,16984,0.09,1109,75989,8486,0.82,9729,25492,16109,12160,151827,52106
6101,12205,12205,80186,65269,0.86,10536,81585,70396,0.13,1554,195,-325,12205,83142,67929,12205,2930,964,0.1,1252,49513,17866,0.09,1142,29781,7782,0.83,10091,24155,16877,12623,128098,52989
6102,10504,10504,56536,46701,0.86,9041,59235,51870,0.06,666,109,-13,10504,58892,49217,10504,2313,641,0.15,1561,36128,14219,0.13,1357,25052,7859,0.73,7702,15934,11067,9305,77400,15476
6103,8326,8326,74488,62736,0.87,7239,76797,67891,0.11,895,-163,-325,8326,77290,65393,8326,2764,988,0.12,958,49982,17696,0.11,882,31979,7846,0.83,6879,21482,15500,8330,101110,36565
6104,10574,10574,72631,59564,0.85,8949,74444,65456,0.12,1238,420,-391,10574,75387,62350,10574,2719,899,0.11,1212,124912,22376,0.11,1116,112930,10915,0.81,8537,21381,14842,10865,118531,44903
6105,11480,11480,62055,56880,0.85,9797,69708,62638,0.09,1055,-43060,-593,11480,64571,59308,11480,2493,819,0.12,1383,49118,22045,0.11,1245,34570,11342,0.8,9151,18441,13632,11384,87955,33341
6106,157,157,89679,70701,0.72,113,75720,65000,0.15,23,9044,10000,157,96023,74455,157,5681,503,0.13,20,346624,32306,0.13,21,288970,20383,0.84,132,28808,19716,144,155669,48647
6107,33787,33787,62434,52420,0.84,28401,65080,58350,0.1,3242,-651,-378,33787,64866,54733,33787,2409,780,0.15,5042,56564,24000,0.14,4670,40037,11741,0.78,26459,17420,12189,32286,81127,27313
6108,14905,14905,61660,52702,0.82,12179,66717,60012,0.09,1343,-463,-550,14905,63833,54735,14905,2151,641,0.11,1671,54660,24928,0.1,1556,36095,11069,0.77,11480,17191,12862,15682,106920,47485
6109,8334,8334,59931,51166,0.82,6861,63369,57332,0.07,553,2760,506,8334,62328,53394,8334,2366,697,0.14,1136,56860,30497,0.13,1065,37306,14842,0.78,6508,15923,11666,8300,77728,28334
6110,28149,28149,65945,55841,0.84,23734,69009,61694,0.09,2429,-1563,-1114,28149,68364,58091,28149,2390,803,0.1,2892,63210,29772,0.1,2739,40585,13183,0.8,22386,18553,13423,28582,91261,41501
6111,14764,14764,70170,56764,0.81,11939,72593,62991,0.1,1466,354,-228,14764,72711,59022,14764,2503,685,0.08,1230,73770,28224,0.08,1187,49171,11561,0.79,11627,20838,14213,16305,128680,58634
6112,46433,46433,70729,60250,0.87,40212,73483,65677,0.09,4386,-1811,-1612,46433,73352,62608,46433,2586,935,0.09,4396,60964,24218,0.09,4197,41572,10715,0.81,37839,20070,14967,46691,88444,42934
6121,2148,2148,85721,62707,0.75,1620,80036,66985,0.17,362,-751,-1261,2148,89098,65780,2148,3174,748,0.1,218,106908,33878,0.1,210,80696,16338,0.81,1745,28049,17183,2263,172747,79152
6122,14876,14876,77537,64709,0.87,12907,77930,69266,0.08,1149,-1642,-1264,14876,80382,67376,14876,2808,1043,0.08,1197,78448,31683,0.08,1138,54363,14717,0.83,12364,22660,16495,15092,98657,52013
6123,1536,1536,73832,61942,0.84,1295,74431,66105,0.07,107,-1564,-234,1536,76979,64585,1536,2770,1151,0.07,105,69611,27938,0.06,99,42750,19355,0.82,1259,21408,15389,1632,113808,48384
6124,763,763,79501,66083,0.8,613,83792,74044,0.14,104,1690,150,763,82631,69175,763,2965,915,0.06,49,86663,26100,0.06,48,59950,9474,0.79,604,24974,18637,875,157281,77374
6125,2247,2247,83199,62762,0.77,1728,81663,67610,0.14,307,1193,-498,2247,86280,65006,2247,2947,884,0.09,211,98533,33810,0.09,209,74374,18509,0.8,1804,26980,17507,2421,168311,73332
6126,149,149,64682,43381,0.72,107,71688,58563,0.1,15,6322,3316,149,71756,49820,149,3859,703,0.12,18,71495,29979,0.11,17,56402,19297,0.71,106,21963,16621,177,175709,77203
6147,10059,10059,60146,50596,0.82,8219,65118,58656,0.09,948,-909,-196,10059,62363,52641,10059,2085,649,0.12,1189,43450,22524,0.11,1084,28042,10204,0.76,7679,16768,12374,10217,97257,40457
6148,12464,12464,78560,55284,0.75,9378,79470,63956,0.19,2336,1219,128,12464,81768,58282,12464,3114,686,0.09,1175,92877,23900,0.09,1074,65410,11028,0.75,9364,27096,16116,12530,205191,77090
6149,12489,12489,80339,58211,0.75,9383,85002,68720,0.19,2409,884,568,12489,83422,61516,12489,3024,700,0.08,996,135989,25769,0.07,931,103932,9478,0.76,9482,27364,17648,13134,217372,100110
6150,9049,9049,77762,50614,0.71,6400,81256,62556,0.21,1881,3173,2436,9049,81013,53178,9049,3115,572,0.08,736,112377,24193,0.07,665,78965,9061,0.72,6517,28025,16621,8894,233261,91362
6151,12215,12215,108651,66612,0.74,9072,92516,68948,0.17,2040,3079,1812,12215,113230,70109,12215,4505,900,0.09,1133,183736,26337,0.09,1055,145419,10236,0.8,9726,41297,20078,12721,318308,91089
6152,18033,18033,88782,62121,0.77,13951,85411,67866,0.16,2835,1931,1044,18033,92536,65419,18033,3682,836,0.1,1788,118208,21834,0.09,1601,84602,9890,0.78,14143,30936,17985,18191,211128,73860
6153,15678,15678,114403,67670,0.7,10964,98453,71822,0.2,3163,2151,1662,15678,119563,71864,15678,4978,849,0.08,1332,233804,32394,0.08,1249,177794,11658,0.78,12176,45901,22068,15934,391714,115239
6154,7161,7161,88582,60089,0.74,5305,88978,69606,0.16,1176,1915,789,7161,91951,62906,7161,3291,750,0.08,602,116725,26608,0.08,579,82023,9227,0.77,5524,31166,18413,7299,224479,98581
6155,35386,35386,72825,56450,0.8,28471,76810,64896,0.18,6264,-735,-594,35386,75565,59058,35386,2686,776,0.1,3376,79546,26628,0.09,3133,56806,9992,0.77,27209,23102,15742,35394,139285,57573
6156,12046,12046,103695,66696,0.78,9348,90472,70953,0.15,1788,1776,418,12046,107473,69753,12046,3696,913,0.09,1036,123817,25938,0.08,967,88671,9659,0.81,9738,37733,19545,12639,234375,97667
6157,9555,9555,91096,66840,0.78,7477,86968,71404,0.13,1267,2099,901,9555,94821,70375,9555,3709,920,0.09,891,75359,29340,0.09,853,42531,10995,0.81,7757,30497,18701,10409,216993,97940
6158,5404,5404,113197,69560,0.74,4013,97297,71288,0.17,941,4526,2226,5404,117947,73715,5404,4677,961,0.1,546,104463,27316,0.09,513,58217,8843,0.8,4330,43320,21517,5887,298621,121522
6159,2889,2889,119331,66386,0.67,1931,98430,73108,0.19,536,4969,3298,2889,131438,71903,2889,11951,858,0.11,323,148498,38726,0.1,290,91221,13448,0.77,2230,48624,21794,3120,461798,125692
6160,7033,7033,86377,59062,0.8,5610,80905,63029,0.14,1014,3216,2350,7033,90383,62636,7033,3899,963,0.12,833,100377,26035,0.11,771,72783,10293,0.82,5757,28446,15712,7632,206949,62220
6161,144,144,65806,54017,0.94,136,67194,54554,0.12,18,636,1020,144,69285,55072,144,3479,838,0.06,9,68713,40296,0.06,9,45292,16896,0.92,133,15629,9174,139,80057,23907
6162,8110,8110,87839,60594,0.78,6292,82900,65254,0.16,1296,3822,1915,8110,91579,64132,8110,3684,913,0.13,1027,88635,25011,0.12,949,52493,9652,0.8,6484,29153,17698,8907,195588,80167
6163,36988,36988,74553,59326,0.82,30309,75246,64872,0.12,4472,1448,573,36988,77430,61988,36988,2791,795,0.1,3711,66169,25118,0.09,3440,42191,10818,0.8,29655,22477,15535,39506,141245,61631
6164,46606,46606,78502,65409,0.87,40659,79308,69885,0.11,5223,-1069,-1093,46606,81314,68016,46606,2756,1000,0.08,3866,68771,26684,0.08,3664,44484,10550,0.84,38930,23024,16795,47444,111799,55104
6165,120,120,75522,71481,0.8,96,77203,74640,0.12,15,6659,694,120,78725,76362,120,3203,1035,0.1,12,49086,30342,0.09,11,33603,10814,0.79,95,22021,19106,134,92750,40845
6166,7273,7273,85449,66267,0.8,5847,83349,70114,0.15,1124,2342,-179,7273,88901,69617,7273,3378,968,0.08,594,78750,32322,0.08,577,48800,12222,0.82,5953,27161,17984,7767,169979,80156
6167,17841,17841,68750,59247,0.88,15663,70804,63700,0.07,1251,-1637,-1552,17841,71286,61649,17841,2494,852,0.08,1412,73127,25427,0.08,1341,53529,10746,0.81,14503,19083,14443,18606,85857,40837
6168,14332,14332,68264,56376,0.82,11751,71091,63383,0.1,1470,370,-303,14332,70843,58816,14332,2527,850,0.06,906,62088,28240,0.06,863,38968,10710,0.79,11316,19494,14152,15973,125662,53846
6169,21621,21621,70975,56679,0.82,17710,74417,64032,0.11,2276,-320,-380,21621,73685,59057,21621,2668,851,0.07,1564,170770,28171,0.07,1491,152995,11549,0.78,16888,21147,15039,23703,137761,60905
6170,12118,12118,72314,63928,0.9,10913,74927,68522,0.07,840,-2174,-1652,12118,75018,66336,12118,2688,1074,0.08,1021,46914,19942,0.08,979,30711,9777,0.83,10059,20176,15739,11952,78057,37884
6171,25320,25320,78556,66060,0.89,22564,80846,72042,0.08,2015,-2132,-1351,25320,81589,69136,25320,3004,1330,0.07,1690,66892,24893,0.06,1625,45114,12662,0.83,21065,22961,17452,25635,103805,51396
6172,8461,8461,71778,59167,0.86,7317,75446,65480,0.09,742,-2370,-1134,8461,74356,61539,8461,2569,982,0.06,511,61094,33659,0.06,499,34916,12940,0.8,6791,20846,15576,8950,116284,52562
6173,8208,8208,85975,67998,0.89,7313,85558,72490,0.11,899,-2614,-1728,8208,89260,71110,8208,3236,1330,0.06,531,91786,29279,0.06,514,64340,11904,0.83,6792,26552,19122,8599,135165,67065
6174,3941,3941,76957,64302,0.88,3452,78829,69978,0.08,306,-809,-316,3941,79880,67194,3941,2883,1235,0.07,284,90284,34691,0.07,279,61131,11704,0.82,3228,22713,17373,4002,101288,47532
6175,2663,2663,82108,67647,0.85,2267,83536,73703,0.11,288,-1316,-818,2663,85459,70200,2663,3319,1335,0.08,211,64606,27650,0.08,201,44192,11385,0.83,2201,24750,18999,2817,135333,66322
6176,1450,1450,80581,63451,0.84,1219,76407,69664,0.08,113,-1260,-1838,1450,83717,66614,1450,3080,1158,0.07,99,69906,25305,0.07,96,45795,12045,0.8,1164,25373,17278,1461,114334,46479
6180,4486,4486,74671,59516,0.87,3881,77524,66152,0.07,322,-2966,-1918,4486,77340,62072,4486,2602,946,0.07,315,65079,21380,0.07,292,48174,12246,0.79,3562,22690,16241,4481,102240,47588
6181,346,346,85952,59568,0.82,283,80727,63579,0.2,69,-1872,-2440,346,88662,60768,346,2710,915,0.05,19,129427,13156,0.06,20,114684,6517,0.79,274,29737,19665,364,160892,87501
6207,924,924,85841,68738,0.79,733,88224,76392,0.1,89,1916,-392,924,89096,71188,924,3200,986,0.09,80,98334,32700,0.08,78,76611,16714,0.82,754,27013,20665,993,144150,75587
6208,7653,7653,73354,54785,0.79,6028,78586,64807,0.1,767,558,-70,7653,76161,57144,7653,2675,836,0.06,474,74046,30777,0.06,453,51361,15162,0.76,5818,23274,16333,8414,146633,62774
6209,1158,1158,77902,50733,0.78,905,73722,56916,0.13,152,1678,-756,1158,80471,53600,1158,2549,655,0.06,74,72525,24209,0.06,70,51870,9972,0.78,899,25633,14699,1292,146169,56718
6210,45980,45980,72939,53068,0.77,35317,76398,62671,0.1,4807,1159,21,45980,75758,55624,45980,2759,787,0.08,3471,84450,28594,0.07,3341,59122,12260,0.75,34525,23612,15010,49726,157106,63241
6211,5340,5340,76161,54370,0.78,4177,80505,64808,0.11,595,1754,292,5340,79196,56760,5340,2819,828,0.08,406,81139,28887,0.07,399,55112,11706,0.75,3989,25510,16624,5789,157156,69357
6213,419,419,67431,50860,0.78,326,72393,57048,0.13,54,2379,-250,419,70242,54312,419,2611,687,0.1,42,57044,28014,0.09,39,57623,16977,0.73,307,21357,15175,483,162378,71692
6214,485,485,70577,52558,0.72,348,79350,65612,0.1,48,461,466,485,74962,57890,485,3347,540,0.11,52,78282,33934,0.11,51,62675,27335,0.75,363,22671,16048,491,179702,70291
6215,2621,2621,73099,54790,0.78,2051,78878,65272,0.1,270,1921,649,2621,76012,57132,2621,2501,723,0.08,204,73557,26578,0.08,201,59440,18315,0.75,1956,23837,16540,2844,162350,74234
6218,327,327,62056,45239,0.79,257,68700,54338,0.09,31,-899,-350,327,64519,46395,327,2308,429,0.09,28,59677,26286,0.07,23,47482,19539,0.73,238,19015,11769,357,106375,35974
6219,205,205,68793,50706,0.89,182,70258,53470,0.05,10,2494,1240,205,70866,53391,205,2022,686,0.06,12,69857,17984,0.06,12,64922,20691,0.75,153,21627,13240,200,114350,33994
6220,3117,3117,67456,57481,0.8,2489,70596,64063,0.12,365,3562,1839,3117,71017,60594,3117,3372,729,0.07,214,84736,30822,0.07,219,59736,17098,0.79,2472,19461,14033,3273,141215,51106
6221,191,191,69173,50454,0.76,146,68546,53876,0.15,29,1572,1551,191,71469,50914,191,2233,315,0.03,6,662851,108382,0.03,5,857301,124149,0.76,145,21572,11979,195,178478,58960
6223,145,145,68125,50881,0.68,99,73220,57692,0.16,23,1759,386,145,73210,52414,145,3123,310,0.09,13,399571,61023,0.1,15,326385,20983,0.74,107,22591,14574,138,144350,45239
6224,800,800,67940,54264,0.78,625,71024,62733,0.11,89,1997,420,800,70971,56705,800,2733,594,0.08,61,67056,23122,0.08,64,52979,13809,0.75,600,21146,14948,870,164918,55756
6225,5171,5171,70164,53190,0.81,4208,74992,62824,0.1,520,1218,716,5171,72674,55588,5171,2448,730,0.05,256,73863,26415,0.05,261,59535,20067,0.75,3858,22010,16197,5873,160259,66718
6226,650,650,84700,68196,0.8,520,86137,75562,0.18,116,820,628,650,88053,72306,650,3316,908,0.07,47,98779,24352,0.08,49,79038,12334,0.8,519,27472,20769,678,188638,97361
6227,546,546,75805,61194,0.81,443,79328,69214,0.17,92,291,-156,546,78823,63990,546,2970,701,0.11,60,121666,56894,0.1,57,102244,32876,0.79,434,23570,17101,568,148420,86008
6228,106,106,60747,50677,0.6,64,68245,62792,0.15,16,5186,4900,106,62940,54142,106,2146,350,0.09,10,82299,65242,0.1,11,63568,58470,0.77,82,16111,13018,107,274155,85750
6229,133,133,64265,53864,0.77,103,55204,48302,0.2,27,7320,-711,133,67426,56141,133,2863,433,0.1,13,106702,40893,0.1,13,81015,16501,0.77,102,18255,12274,148,133292,52806
6230,28308,28308,72106,55942,0.82,23234,71592,60812,0.12,3379,1763,229,28308,75018,58575,28308,2817,720,0.07,1966,99041,28364,0.07,1909,59945,11161,0.79,22370,21861,14407,30270,147765,59215
6232,7121,7121,71802,58911,0.85,6078,74583,64389,0.09,630,640,-200,7121,74383,60961,7121,2532,800,0.06,428,80264,24928,0.06,415,49429,9529,0.81,5742,20821,15174,7630,121740,61966
6233,13297,13297,76078,60722,0.84,11195,78024,66479,0.11,1435,496,221,13297,78875,63057,13297,2694,800,0.06,795,70070,23714,0.06,774,43253,9910,0.8,10586,23326,16690,14139,152976,74047
6236,1592,1592,83848,57276,0.74,1175,77055,63284,0.16,253,4364,852,1592,87397,60938,1592,3384,670,0.08,121,114096,34053,0.07,118,92560,22966,0.77,1224,29403,16562,1671,194949,95757
6237,1769,1769,73365,58021,0.76,1342,75961,64384,0.17,302,3376,151,1769,77092,61410,1769,3548,688,0.09,167,88833,28687,0.09,156,59589,18868,0.78,1380,22667,15982,1938,173881,86880
6239,3068,3068,63934,50322,0.76,2324,70102,59200,0.13,394,1998,1077,3068,66858,52604,3068,2689,554,0.08,257,70504,27153,0.08,256,59550,19360,0.74,2262,19832,13738,3320,153100,70350
6240,94,94,70208,42570,0.59,55,77052,50000,0.19,18,12013,11304,94,74586,45288,94,3093,225,0.17,16,122461,51056,0.19,18,81083,16138,0.73,69,23507,11455,102,172643,55706
6244,1057,1057,65946,46987,0.61,641,60134,50821,0.14,147,5588,2442,1057,69003,48899,1057,2808,294,0.1,108,127111,39186,0.1,104,117961,29772,0.72,756,22539,11920,1076,155491,61914
6251,244,244,70012,57618,0.76,185,72927,60810,0.18,45,2907,3718,244,72883,58905,244,2738,736,0.1,25,143665,26660,0.11,26,97832,23754,0.77,189,22355,14535,250,128498,81723
6252,83,83,58207,39239,0.6,50,56481,43695,0.17,14,10002,5929,83,60936,45679,83,2614,280,0.12,10,93443,40808,0.14,12,95060,10894,0.65,54,21914,15681,88,117730,60649
6253,432,432,58714,40402,0.62,266,68494,50738,0.15,64,4181,5208,432,61470,43808,432,2519,345,0.16,68,44086,22500,0.16,68,36460,16277,0.65,280,20162,12877,438,194443,81868
6254,300,300,69567,55455,0.75,224,78818,63752,0.12,36,3176,-840,300,71225,57466,300,1532,360,0.11,32,140782,23245,0.1,30,126287,19886,0.7,211,24042,18240,320,127001,65883
6255,2771,2771,65315,49004,0.7,1948,72274,60219,0.15,427,2992,1530,2771,67589,51807,2771,2037,370,0.12,334,61146,24835,0.12,329,46417,13372,0.72,2005,21110,13574,3023,168637,82259
6256,198,198,67848,48093,0.71,141,68440,52812,0.12,24,7619,5757,198,70598,50865,198,2679,298,0.11,21,54623,28116,0.1,20,34861,11992,0.77,152,20475,10586,208,177316,70532
6258,4246,4246,57675,47920,0.76,3210,58423,51816,0.12,514,3522,2024,4246,60485,49904,4246,2408,345,0.08,333,96722,35000,0.08,322,71193,17229,0.76,3227,15893,10643,4467,133020,55573
6260,956,956,64097,46426,0.73,697,55821,50169,0.14,137,4921,3421,956,67441,49366,956,3083,450,0.09,85,72580,24000,0.09,84,54243,16056,0.75,716,20823,10570,1034,151989,57478
6262,447,447,49286,36514,0.62,278,55819,46296,0.16,71,1710,-16,447,52648,39340,447,2646,250,0.17,76,71243,24905,0.16,70,62236,12162,0.65,290,14697,8732,485,129284,63844
6271,2300,2300,67380,53696,0.81,1872,68729,57681,0.1,223,1998,1214,2300,70117,56606,2300,2421,701,0.08,181,81507,32252,0.08,177,58984,16713,0.78,1790,19884,13701,2512,125300,60057
6275,983,983,55598,40802,0.66,647,59971,48750,0.15,147,4022,2590,983,58439,42786,983,2429,342,0.15,143,61513,34423,0.14,137,39157,17408,0.68,673,16939,10567,1084,164661,75520
6280,20001,20001,68732,51081,0.76,15122,65642,54877,0.13,2576,2848,1314,20001,71938,53547,20001,3074,598,0.1,1947,88215,32899,0.09,1883,59311,12868,0.77,15350,21202,12334,21234,162948,69678
6281,6397,6397,77215,52941,0.71,4513,69217,53971,0.14,916,5788,2714,6397,80979,56326,6397,3607,716,0.14,866,81843,31406,0.13,834,52302,12592,0.78,4996,25157,13541,6765,220978,81115
